DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,ATP1A2,477
digoxin,CHEMBL1751,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,VIP,7432
dihomo-gamma-linolenic acid,CHEMBL465183,DB00154,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,PTGS1,5742
dihydrocodeine bitartrate,CHEMBL2062266,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O.C(C(C(=O)O)O)(C(=O)O)O,OPRM1,4988
dihydroergocryptine,CHEMBL1743263,NA,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,HTR2B,3357
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,HTR1D,3352
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,DRD2,1813
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,HTR1B,3351
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,HTR1F,3355
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,HTR1E,3354
dihydroergotamine,CHEMBL1732,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,SERPINA3,12
dihydroergotamine mesylate,CHEMBL1200517,NA,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,HTR1D,3352
dihydrokainate,CHEMBL279561,NA,CC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,SLC1A2,6506
dihydromorphine,CHEMBL1500,DB01565,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,OPRK1,4986
dihydromorphine,CHEMBL1500,DB01565,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,OPRM1,4988
dihydromorphine,CHEMBL1500,DB01565,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,OPRD1,4985
dihydrospingosine,CHEMBL448741,NA,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,TRPM3,80036
dihydrospingosine,CHEMBL448741,NA,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,IL6,3569
dihydrotachysterol,CHEMBL1435687,NA,C[C@H]\1CC[C@@H](C/C1=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)/C=C/C(C)C(C)C)C)O,VDR,7421
dihydrotetrabenazine,CHEMBL576222,NA,CC(C)C[C@@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@H]1O)OC)OC,SLC18A2,6571
dilazep,CHEMBL126075,NA,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC,SLC29A1,2030
dilmapimod,CHEMBL2103838,DB12140,CC1=C(C=CC(=C1)F)C2=C3C=CC(=O)N(C3=NC(=N2)NC(CO)CO)C4=C(C=CC=C4F)F,MAPK14,1432
diltiazem,CHEMBL23,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,CACNA2D1,781
diltiazem,CHEMBL23,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,CACNA1C,775
diltiazem,CHEMBL23,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,KCNA5,3741
diltiazem,CHEMBL23,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,CACNG1,786
diltiazem hydrochloride,CHEMBL1697,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,CACNA1F,778
diltiazem hydrochloride,CHEMBL1697,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,CACNA1C,775
diltiazem hydrochloride,CHEMBL1697,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,CACNA1S,779
diltiazem hydrochloride,CHEMBL1697,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,CACNA1D,776
diltiazem malate,CHEMBL1200805,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O,CACNA1F,778
diltiazem malate,CHEMBL1200805,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O,CACNA1D,776
diltiazem malate,CHEMBL1200805,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O,CACNA1C,775
diltiazem malate,CHEMBL1200805,NA,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O,CACNA1S,779
dimaprit,CHEMBL12344,NA,CN(C)CCCSC(=N)N,HRH4,59340
dimenhydrinate,CHEMBL1200406,NA,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,HRH1,3269
dimethindene,CHEMBL22108,DB08801,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C,HRH1,3269
dimethindene maleate,CHEMBL1870768,NA,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C.C(=C\C(=O)O)\C(=O)O,HRH1,3269
dimethisterone,CHEMBL2106347,NA,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,IGF1R,3480
dimethyl fumarate,CHEMBL589586,DB08908,COC(=O)/C=C/C(=O)OC,KEAP1,9817
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,ITGAM,3684
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,RARA,5914
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,MPO,4353
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,ABCB1,5243
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,SYP,6855
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,LAMP1,3916
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,DUSP6,1848
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,WT1,7490
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,ITGA5,3678
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,AQP1,358
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,FCGR3B,2215
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,HRAS,3265
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,VIM,7431
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,PTHLH,5744
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,NOS2,4843
dimethyl sulfoxide,CHEMBL504,DB01093,CS(=O)C,FCGR3A,2214
dimethylallyl diphosphate,CHEMBL343480,DB01785,CC(=CCOP(=O)(O)OP(=O)(O)O)C,BDKRB1,623
dimethylallyl diphosphate,CHEMBL343480,DB01785,CC(=CCOP(=O)(O)OP(=O)(O)O)C,MVK,4598
dimethylcurcumin,CHEMBL128748,NA,COC1=C(C=C(C=C1)/C=C/C(=C/C(=O)/C=C/C2=CC(=C(C=C2)OC)OC)/O)OC,AR,367
dimethylformamide,CHEMBL268291,DB01844,CN(C)C=O,GRM4,2914
dimiracetam,CHEMBL337612,DB13018,C1CC(=O)N2C1NC(=O)C2,GRIN2D,2906
dimiracetam,CHEMBL337612,DB13018,C1CC(=O)N2C1NC(=O)C2,GRIN2B,2904
dimiracetam,CHEMBL337612,DB13018,C1CC(=O)N2C1NC(=O)C2,GRIN1,2902
dimiracetam,CHEMBL337612,DB13018,C1CC(=O)N2C1NC(=O)C2,GRIN2C,2905
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,CDK9,1025
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,CDK2,1017
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,CDK1,983
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,CCNE1,898
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,KRAS,3845
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,CDK5,1020
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,KMT2A,4297
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,MYC,4609
dinaciclib,CHEMBL2103840,DB12021,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,NRAS,4893
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGER2,5732
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGDR,5729
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGDR2,11251
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,TBXA2R,6915
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGER3,5733
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGFR,5737
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGER1,5731
dinoprost,CHEMBL815,DB12789,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,PTGER4,5734
dinoprost tromethamine,CHEMBL1200896,DB01160,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,PTGIR,5739
dinoprost tromethamine,CHEMBL1200896,DB01160,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O.C(C(CO)(CO)N)O,PTGFR,5737
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGER4,5734
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGER3,5733
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGER1,5731
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,CATSPER3,347732
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGER2,5732
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,CATSPER2,117155
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,TBXA2R,6915
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,CATSPER4,378807
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGFR,5737
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGDR,5729
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,SLCO2A1,6578
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,PTGDR2,11251
dinoprostone,CHEMBL548,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,CATSPER1,117144
dinutuximab,CHEMBL3137342,NA,NA,B4GALNT1,2583
dinutuximab,CHEMBL3137342,NA,NA,MYCN,4613
dioscin,CHEMBL507001,NA,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)OC1,CXCR3,2833
diotyrosine,CHEMBL1236469,DB03374,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,HCRTR1,3061
diphemanil,CHEMBL1200880,NA,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C,GALR1,2587
diphemanil methylsulfate,CHEMBL1200880,DB00729,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],CHRM3,1131
diphemanil methylsulfate,CHEMBL1200880,DB00729,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],CHRM1,1128
diphemanil methylsulfate,CHEMBL1200880,DB00729,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],GALR2,8811
diphemanil methylsulfate,CHEMBL1200880,DB00729,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],GALR3,8484
diphenhydramine,CHEMBL657,DB01075,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,HRH1,3269
diphenhydramine citrate,CHEMBL1201089,NA,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,HRH1,3269
diphenhydramine hydrochloride,CHEMBL1620,NA,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,HRH1,3269
diphenhydramine hydrochloride,CHEMBL1620,NA,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,KDM1A,23028
diphenhydramine hydrochloride,CHEMBL1620,NA,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,RUNX1,861
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,CHRM1,1128
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,CHRM2,1129
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,CHRM3,1131
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,CHRM4,1132
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,PDGFRA,5156
diphenidol,CHEMBL936,DB01231,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,KIT,3815
diphenidol hydrochloride,CHEMBL1529,NA,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,CHRM1,1128
diphenoxylate,CHEMBL1201294,DB01081,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,OPRM1,4988
diphenoxylate hydrochloride,CHEMBL1200665,NA,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl,OPRM1,4988
diphenylacetic acid,CHEMBL1232181,DB03588,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O,RXFP2,122042
diphenyleneiodonium chloride,CHEMBL397686,NA,C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2.[Cl-],GPR3,2827
diphenylpyraline,CHEMBL1492,DB01146,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,HRH1,3269
diphenylpyraline hydrochloride,CHEMBL1564,NA,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,HRH1,3269
diphosphomelavonate,CHEMBL235881,NA,C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O,PMVK,10654
dipivefrin,CHEMBL1201262,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,ADRA2A,150
dipivefrin,CHEMBL1201262,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,BLVRB,645
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRB3,155
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRA1A,148
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRB1,153
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRB2,154
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRA1B,147
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRA2A,150
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRA2B,151
dipivefrin hydrochloride,CHEMBL1200833,DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,ADRA2C,152
dipraglurant,CHEMBL2346738,DB12733,C1=CC=NC(=C1)C#CCCC2=CN3C=C(C=CC3=N2)F,GRM5,2915
diprenorphine,CHEMBL281786,DB01548,CC(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,OPRD1,4985
diprenorphine,CHEMBL281786,DB01548,CC(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,OPRM1,4988
diprenorphine,CHEMBL281786,DB01548,CC(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,OPRK1,4986
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE4D,5144
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE6B,5158
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE10A,10846
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE3B,5140
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,ADA,100
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE1B,5153
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE6C,5146
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,SLC29A4,222962
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE4A,5141
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,CXCL8,3576
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,SLC29A1,2030
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE8A,5151
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE7B,27115
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE6H,5149
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE4C,5143
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE9A,5152
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,ABCC1,4363
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE4B,5142
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE2A,5138
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE1A,5136
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PDE5A,8654
dipyridamole,CHEMBL932,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,SLC2A4,6517
