DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetName,Accession,TargetGeneSymbol_Entrez,Swissprot,Organism
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 6,P50406,HTR6,5HT6R_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,5-hydroxytryptamine receptor 1A,P08908,HTR1A,5HT1A_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Alpha-2A adrenergic receptor,P08913,ADRA2A,ADA2A_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,D(1A) dopamine receptor,P21728,DRD1,DRD1_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Sigma non-opioid intracellular receptor 1,Q99720,SIGMAR1,SGMR1_HUMAN,Homo sapiens
iloperidone,CHEMBL14376,DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Gastrin/cholecystokinin type B receptor,P32239,CCKBR,GASR_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostacyclin receptor,P43119,PTGIR,PI2R_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin D2 receptor,Q13258,PTGDR,PD2R_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin E2 receptor EP4 subtype,P35408,PTGER4,PE2R4_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin F2-alpha receptor,P43088,PTGFR,PF2R_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin E2 receptor EP2 subtype,P43116,PTGER2,PE2R2_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Thromboxane A2 receptor,P21731,TBXA2R,TA2R_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin E2 receptor EP3 subtype,P43115,PTGER3,PE2R3_HUMAN,Homo sapiens
iloprost,CHEMBL494,DB01088,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,Prostaglandin E2 receptor EP1 subtype,P34995,PTGER1,PE2R1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Fibroblast growth factor receptor 2,P21802,FGFR2,FGFR2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Fibroblast growth factor receptor 1,P11362,FGFR1,FGFR1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Ephrin type-B receptor 1,P54762,EPHB1,EPHB1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Ephrin type-B receptor 4,P54760,EPHB4,EPHB4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Cytoplasmic tyrosine-protein kinase BMX,P51813,BMX,BMX_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Insulin receptor,P06213,INSR,INSR_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase JAK2,O60674,JAK2,JAK2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Histamine H2 receptor,P25021,HRH2,HRH2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Thromboxane-A synthase,P24557,TBXAS1,THAS_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Multidrug resistance-associated protein 1,P33527,ABCC1,MRP1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mitogen-activated protein kinase 10,P53779,MAPK10,MK10_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Solute carrier family 22 member 3,O75751,SLC22A3,S22A3_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Receptor-type tyrosine-protein kinase FLT3,P36888,FLT3,FLT3_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase ABL1,P00519,ABL1,ABL1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Epidermal growth factor receptor,P00533,EGFR,EGFR_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 2,P00918,CA2,CAH2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Multidrug resistance protein 1,P08183,ABCB1,MDR1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mitogen-activated protein kinase 9,P45984,MAPK9,MK09_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Vascular endothelial growth factor receptor 2,P35968,KDR,VGFR2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Proto-oncogene tyrosine-protein kinase Src,P12931,SRC,SRC_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Platelet-derived growth factor receptor alpha,P16234,PDGFRA,PGFRA_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Solute carrier family 22 member 2,O15244,SLC22A2,S22A2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Cyclin-G-associated kinase,O14976,GAK,GAK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mitogen-activated protein kinase kinase kinase MLT,Q9NYL2,ZAK,MLTK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Maternal embryonic leucine zipper kinase,Q14680,MELK,MELK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase SYK,P43405,SYK,KSYK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,RAF proto-oncogene serine/threonine-protein kinase,P04049,RAF1,RAF1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Serine/threonine-protein kinase B-raf,P15056,BRAF,BRAF_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase Fgr,P09769,FGR,FGR_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase FRK,P42685,FRK,FRK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Dual specificity protein kinase CLK1,P49759,CLK1,CLK1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Ephrin type-A receptor 8,P29322,EPHA8,EPHA8_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Serine/threonine-protein kinase PLK4,O00444,PLK4,PLK4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Serine/threonine-protein kinase TNNI3K,Q59H18,TNNI3K,TNI3K_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Platelet-derived growth factor receptor beta,P09619,PDGFRB,PGFRB_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Homeodomain-interacting protein kinase 4,Q8NE63,HIPK4,HIPK4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Multidrug and toxin extrusion protein 2,Q86VL8,SLC47A2,S47A2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Multidrug and toxin extrusion protein 1,Q96FL8,SLC47A1,S47A1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Q8TBX8,PIP4K2C,PI42C_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mast/stem cell growth factor receptor Kit,P10721,KIT,KIT_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Serine/threonine-protein kinase 17A,Q9UEE5,STK17A,ST17A_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Dual specificity protein kinase CLK4,Q9HAZ1,CLK4,CLK4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Non-receptor tyrosine-protein kinase TYK2,P29597,TYK2,TYK2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Interleukin-1 receptor-associated kinase 1,P51617,IRAK1,IRAK1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase Lyn,P07948,LYN,LYN_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Lysine--tRNA ligase,Q15046,KARS,SYK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 12,O43570,CA12,CAH12_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Abelson tyrosine-protein kinase 2,P42684,ABL2,ABL2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 4,P22748,CA4,CAH4_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase Blk,P51451,BLK,BLK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mitogen-activated protein kinase 8,P45983,MAPK8,MK08_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase Fyn,P06241,FYN,FYN_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Macrophage colony-stimulating factor 1 receptor,P07333,CSF1R,CSF1R_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Discoidin domain-containing receptor 2,Q16832,DDR2,DDR2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Ribosyldihydronicotinamide dehydrogenase [quinone],P16083,NQO2,NQO2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Epithelial discoidin domain-containing receptor 1,Q08345,DDR1,DDR1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase Lck,P06239,LCK,LCK_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 3,P07451,CA3,CAH3_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 5A mitochondrial,P35218,CA5A,CAH5A_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,ATP-binding cassette sub-family G member 2,Q9UNQ0,ABCG2,ABCG2_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 14,Q9ULX7,CA14,CAH14_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 7,P43166,CA7,CAH7_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Bcr/Abl fusion protein,P11274,BCR,BCR_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 9,Q16790,CA9,CAH9_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Cyclin-dependent kinase 19,Q9BWU1,CDK19,CDK19_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 1,P00915,CA1,CAH1_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 5B mitochondrial,Q9Y2D0,CA5B,CAH5B_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 6,P23280,CA6,CAH6_HUMAN,Homo sapiens
imatinib,CHEMBL941,DB00619,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mitogen-activated protein kinase 14,Q16539,MAPK14,MK14_HUMAN,Homo sapiens
imidafenacin,CHEMBL53366,DB09262,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
imidafenacin,CHEMBL53366,DB09262,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
imidapril,CHEMBL99701,DB11783,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O,Angiotensin-converting enzyme,P12821,ACE,ACE_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,5-hydroxytryptamine receptor 1A,P08908,HTR1A,5HT1A_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Potassium voltage-gated channel subfamily H member 1,O95259,KCNH1,KCNH1_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,G protein-activated inward rectifier potassium channel 4,P48544,KCNJ5,KCNJ5_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,G protein-activated inward rectifier potassium channel 2,P48051,KCNJ6,KCNJ6_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Adenosine receptor A3,P0DMS8,ADORA3,AA3R_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Solute carrier family 22 member 1,O15245,SLC22A1,S22A1_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium channel alpha subunits; brain (Types I II III),P35498,SCN1A,SCN1A_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium channel alpha subunits; brain (Types I II III),Q99250,SCN2A,SCN2A_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium channel alpha subunits; brain (Types I II III),Q9NY46,SCN3A,SCN3A_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Major prion protein,P04156,PRNP,PRIO_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sigma non-opioid intracellular receptor 1,Q99720,SIGMAR1,SGMR1_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Muscarinic acetylcholine receptor M5,P08912,CHRM5,ACM5_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
imipramine,CHEMBL11,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
